移動支援,,,,,,,,,,,
事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：身体,主たる対象者：知的,主たる対象者：精神,主たる対象者：障がい児,指定日
2763101074,そら介護サービス,06-6958-2303,06-4254-5507,535-0021,大阪市旭区清水四丁目９番３３号　 ,株式会社空,○,○,○,○,2021/09/01
2769400991,介護サービスステーションケーズ,080-6375-9241,06-4256-0764,535-0021,大阪市旭区清水二丁目１８番３０号　第二松山ハイツ２０２号室,株式会社Ｋ．Ｓ,○,○,○,,2022/06/01
2764401366,げんきｓｕｎｎｙ訪問介護ステーション,06-4400-7253,06-6180-5081,535-0021,大阪市旭区清水四丁目１０番１０号　 ,ａｉｍｅｒ株式会社,○,○,○,○,2025/01/01
2763100811,ふわり介護サービス,06-6180-3239,06-6180-3289,535-0022,大阪市旭区新森二丁目４番７号　エムロード新森１０２,一般社団法人日本ケアーズ,○,○,○,,2020/02/01
2763100530,あい介護センター森小路,06-6958-5090,06-6958-5088,535-0022,大阪市旭区新森二丁目３番４号　 ,株式会社Ｔｏキープライフ,○,○,○,○,2013/07/01
2763101322,居宅介護ステーション　Ｓｕｎ,06-6955-8808,06-6955-8686,535-0022,大阪市旭区新森二丁目５番５号　 ,サンフェイス合同会社,○,○,○,○,2026/04/01
2763101249,すずがみケア,06-6923-8275,06-6923-8276,535-0022,大阪市旭区新森四丁目２３番７号　Ｖｉｌｌｅｔｔａ新森公園２０１,株式会社おおぞら,○,○,○,○,2024/06/01
2763101306,ヘルパーステーションオリオン,06-6180-5336,06-7777-0799,535-0022,大阪市旭区新森一丁目６番１１号　 ,株式会社ネクストワン,○,○,○,○,2025/10/01
2763100118,清明大ヘルプサービス,06-4254-5151,06-4254-5153,535-0022,大阪市旭区新森四丁目９番９号　,特定非営利活動法人　さかえ会,○,○,○,○,2008/09/01
2763100274,ヘルパーステーションはなまる,06-6957-0870,06-6951-8701,535-0031,大阪市旭区高殿ハイツアドニス２０５号　,社会福祉法人　瑞穂会,○,○,○,○,2008/09/01
2763100654,高殿苑ホームケアサービスセンター,06-6923-0069,06-6927-5952,535-0031,大阪市旭区高殿二丁目１１番２６号　 ,社会福祉法人　邦寿会,○,○,○,○,2016/01/01
2763100225,ケア２１旭,06-4254-4590,06-4254-4591,535-0031,大阪市旭区高殿六丁目９番１６号　ホワイトハイツ旭１０１号室,株式会社　ケア２１,○,○,○,○,2008/09/01
2763100415,ケアサービスココロ,06-6957-4155,06-6957-4133,535-0031,大阪市旭区高殿４丁目１１番８号　メゾンド－ル高殿３－Ａ,有限会社ホームリンク,○,○,○,○,2012/07/01
2763101066,あさひ松栄ヘルパーステーション,06-6185-0222,06-6185-0167,535-0031,大阪市旭区高殿六丁目２４番２３号　 ,株式会社あさひ松栄ケアサービス,○,○,○,○,2021/06/01
2763100670,かおるケアサービス,06-7508-8876,06-7508-8877,535-0031,大阪市旭区高殿一丁目１１番８号　 ,株式会社かおる,○,○,○,○,2016/08/01
2763100779,コパン訪問介護,06-6167-7110,06-6167-7120,535-0031,大阪市旭区高殿七丁目１８番２０－１０６号　高殿マンション,株式会社コパン,○,○,○,○,2019/05/01
2763101124,ＴＥＲＥＳＡケア,090-1907-7638, ,535-0031,大阪市旭区高殿一丁目１１番１３号　１０６号室,合同会社ＴａｎｄＲ,○,○,○,○,2022/08/01
2763101199,アンビュランスハート,06-6951-3438,06-6951-3430,535-0031,大阪市旭区高殿七丁目１８番１４号　 ,株式会社アンビュランス,○,○,○,○,2023/06/01
2763101256,ヘルパーステーション　こねくと,06-7652-9750,06-7652-9750,535-0031,大阪市旭区高殿六丁目１６番７号　 ,ｃｏｎｎｅｃｔ株式会社,○,○,○,,2024/08/01
2763101298,バードケアセンター,06-7777-7520,06-7777-7521,535-0031,大阪市旭区高殿四丁目２０番４１号　ベルモントマンション２０１号,合同会社グリーン,○,○,○,○,2025/07/01
2764400079,すみれ共同作業所,06-6934-4607,06-6934-8698,536-0001,大阪市城東区古市一丁目２１番３８号　,社会福祉法人　大阪福祉事業財団,○,○,○,,2008/09/01
2764400087,ホームヘルプセンター「城東すみれ」,06-6923-8021,06-6932-5684,536-0001,大阪市城東区古市一丁目２０番４号　 ,社会福祉法人　大阪福祉事業財団,○,○,○,○,2008/09/01
2764400202,有限会社きよしケアサービス,06-6933-0874,06-6933-0874,536-0001,大阪市城東区古市一丁目１３番５号　,有限会社　きよしケアサービス,○,○,○,○,2008/09/01
2763101157,訪問介護ミックス,06-6180-7655,06-6180-7656,536-0001,大阪市城東区古市三丁目２２番２号　パルコムマンション１０２号,株式会社ミックス,○,○,○,○,2022/11/01
2764401408,げんきｆａｍｉｌｙ訪問介護ステーション,06-6180-5080,06-6180-5081,536-0001,大阪市城東区古市一丁目１２番２２号　 ,ａｄｏｒｅｒ株式会社,○,○,○,○,2025/06/01
2764400111,ケアサービスくるん,06-6930-8823,06-6930-8823,536-0001,大阪市城東区古市三丁目１３－５　ヨシミハイツ１０２,特定非営利活動法人　くるん,○,○,○,○,2008/09/01
2764400798,ふぇぶりえ,06-6180-7355,06-6180-7355,536-0001,大阪市城東区古市三丁目８番７－１１１号　プロムナーデ関目,特定非営利活動法人かしゅかしゅ,○,○,○,○,2017/05/01
2764400442,介護ステーションあさひ,06-6786-2005,06-6786-2006,536-0002,大阪市城東区今福東２－７－２６　泰平ビル５０８号,株式会社　あさひケア,○,○,○,○,2010/03/01
2764401135,一休ケアセンター,06-6935-1930,06-6935-1932,536-0002,大阪市城東区今福東二丁目５番５号　 ,株式会社一休,○,○,○,○,2020/11/01
2764401200,サービスステーションなごみ,06-7663-9663,06-7663-9663,536-0003,大阪市城東区今福南二丁目６番９号　 ,合同会社Ｖｅｒ・Ｔｅｘ,○,○,○,○,2021/12/01
2764400376,エルケア株式会社エルケア城東ケアセンター,06-6786-2191,06-6936-0997,536-0004,大阪市城東区今福西五丁目１番１０号　ハピエストブランチ１階,エルケア　株式会社,○,○,○,○,2008/09/01
2764400053,株式会社リヨン,06-6786-3530,06-6786-3531,536-0004,大阪市城東区今福西三丁目２番２号　プレジデント城東２０１,株式会社　リヨン,○,○,○,○,2008/09/01
2764400160,株式会社　愛さんさん,06-6936-0133,06-6936-0132,536-0004,大阪市城東区今福西四丁目６番２８号　Ｈ．Ｙ．城東ビル３階,株式会社　愛さんさん,○,○,○,○,2008/09/01
2764400145,きしゃぽっぽ,06-6180-2266,06-6180-2267,536-0004,大阪市城東区今福西六丁目２番３３号　 ,有限会社　あいあいサポートセンター,○,○,○,○,2008/09/01
2764400582,ホームヘルパーステーションほほえみ,06-7657-6356,06-7657-7826,536-0004,大阪市城東区今福西二丁目１６番１号　,株式会社　奏,○,○,○,○,2013/07/01
2764400574,ケアサービスしーびーわーるど,06-6931-1900,06-6931-1911,536-0004,大阪市城東区今福西三丁目１１番１７号　,株式会社シービーワールド,○,○,○,○,2013/07/01
2764400756,アイル,06-6167-5223,06-6167-5224,536-0004,大阪市城東区今福西五丁目５番１８号　辻本マンション１階,合同会社ＪＵＭＡＲＵ,○,○,,○,2017/01/01
2764400095,ホームヘルプセンターとことこっと,06-6167-7530,06-6955-8826,536-0005,大阪市城東区中央一丁目６番２９号　２階,社会福祉法人　そうそうの杜,○,○,○,○,2008/09/01
2764400715,ヘルパーステーション　おおぞら,06-6935-4802,06-6935-4803,536-0005,大阪市城東区中央一丁目６番２５号　森元ビル１階,有限会社　おおぞら,○,○,○,○,2016/05/01
2764400244,有限会社ファミリーケアゆり,06-6180-0388,06-6180-0387,536-0005,大阪市城東区中央二丁目１５番１２－１１０号　,有限会社ファミリーケアゆり,○,○,○,○,2008/09/01
2764400251,ホッとケアセンター,06-6180-0218,06-6180-0217,536-0005,大阪市城東区中央三丁目７番１８号　１階１２１号,有限会社　ホッと,○,○,○,○,2008/09/01
2764400681,ユーアップヘルパーステーション　城東店,06-6180-4075,06-6180-4076,536-0005,大阪市城東区中央一丁目１番２２号　エスコーポ城東４０１,ユーアップ株式会社,○,○,○,○,2014/11/01
2764401325,介護のうららか城東,06-6930-2566,06-6930-2567,536-0005,大阪市城東区中央一丁目８番２４号　東洋プラザ蒲生６０６,合同会社介護のうららか城東,○,○,○,○,2024/01/01
2764400426,あかり介護サービス,06-4256-6280,06-4256-6281,536-0006,大阪市城東区野江２－３－５－１０６　,株式会社　あかり介護サービス,○,○,○,○,2009/05/01
2764400368,ヘルパーステーションつむぎ,06-6786-5033,06-6786-5088,536-0006,大阪市城東区野江三丁目５番２号　アストランティア・キムラ１階,株式会社　ミーム,○,○,○,○,2008/09/01
2764400228,ヘルパーステーション幸智,06-6931-6589,06-6931-1098,536-0006,大阪市城東区野江三丁目４番１７号　,有限会社　幸智,○,○,○,○,2008/09/01
2764400889,リリーフケア,06-6167-5665,06-6167-5657,536-0006,大阪市城東区野江三丁目２０番１４号　メゾンベルシティ１０１,株式会社リリーフケア,○,○,○,○,2019/07/01
2764401242,わみぃケアサービス,06-7507-2804,06-7507-2805,536-0006,大阪市城東区野江一丁目３番１９号　メゾン・ド京橋３０１号室,合同会社わみぃ,○,○,○,○,2022/05/01
2765200932,カラフルサポート,06-6921-6800,06-6921-6801,536-0006,大阪市城東区野江三丁目１６番６号　プルミエール野江２０１号室,Ｗ－ＴＷＥＮＴＹ　株式会社,○,○,○,○,2023/07/01
2764400103,ホームヘルプサービスセンター和光,06-6935-0577,06-6935-0677,536-0007,大阪市城東区成育五丁目２２番１６号　,社会福祉法人　玉美福祉会,○,○,○,○,2008/09/01
2764400632,ヘルプセンターるーと,06-6930-7307,06-6180-7816,536-0007,大阪市城東区成育一丁目１番１３号　大阪ウスイビル３０２,特定非営利活動法人あそーと,○,○,○,○,2013/11/01
2764400061,ケア・メンタリング,06-6167-6300,06-6167-6308,536-0008,大阪市城東区関目五丁目３番２－２０１号　 ,ケア・メンタリング　有限会社,○,○,○,○,2008/09/01
2764400525,ヘルパーステーションそら,06-4255-6167,06-4255-6168,536-0008,大阪市城東区関目二丁目１２番３４号　 ,株式会社　アースシルバープランニング,○,○,○,○,2011/12/01
2764400517,ベストライフ関目訪問介護事業所,06-6934-1766,06-6934-1767,536-0008,大阪市城東区関目２丁目１３番３号　ベストライフ関目Ａ,株式会社　ベストライフ,○,○,○,○,2011/09/01
2764400483,在宅ケアサービス　ソラスト関目,06-6180-2965,06-6180-2966,536-0008,大阪市城東区関目４－１３－５　,株式会社　ソラスト,○,○,○,○,2010/07/01
2764400269,ほっと・ステーション,06-6934-7006,06-6934-7019,536-0008,大阪市城東区関目１－２０－２２　,有限会社　ほっと・ステーション,○,○,○,○,2008/09/01
2764400814,ヘルパーステーションざっく,06-6786-4027,06-6786-4028,536-0008,大阪市城東区関目六丁目４番２２号　 ,株式会社ＺＡＣ,○,○,○,○,2017/12/01
2764400855,さくらそう城東,06-4255-4755,06-4255-4756,536-0008,大阪市城東区関目一丁目１５番１７号　 ,株式会社日本エルダリーケアサービス,○,○,○,○,2019/04/01
2764401275,訪問介護らぽーる,06-4255-0150,06-4255-0151,536-0008,大阪市城東区関目五丁目６番１３号　町田ハイツ１Ｆ,株式会社ＣＵＲＡ,○,○,○,○,2023/01/01
2764401358,ケアセンター　ひだまり　関目,06-6939-0717,06-6939-0718,536-0008,大阪市城東区関目三丁目１６番１０号　五大産業ビル１０６号室,株式会社ＭＩＵ,○,○,○,,2024/11/01
2764401218,オンリー訪問介護,06-7494-4312,06-7500-3325,536-0012,大阪市城東区天王田４番１６号　 ,株式会社ＯＮＬＹ,○,○,○,○,2022/01/01
2764401283,ヘルパーステーション心の愛城東,06-6955-8998,06-6955-8998,536-0013,大阪市城東区鴫野東二丁目２３番１５－１－Ｃ　ボヌール鴫野,株式会社　心喜,○,○,○,,2023/03/01
2764400764,ヘルプセンター　だんらん,06-6167-8089,06-6167-8189,536-0013,大阪市城東区鴫野東一丁目８番１４号　 ,ＮＰＯ法人オリーブらんど・ｍａｎａ,○,○,○,○,2017/03/01
2764400335,ｃａｒｅ　Ｍｉｎｅｒｖａ,06-6975-2845,06-7493-6400,536-0014,大阪市城東区鴫野西四丁目１８番１３号　城東グリーンマンション１００８,株式会社　Ｆａｉｔｈ,○,○,○,○,2008/09/01
2764400236,有限会社ピュア介護サービス,06-6962-8012,06-6962-8013,536-0014,大阪市城東区鴫野西一丁目９番２７号　,有限会社　ピュア介護サービス,○,○,○,○,2008/09/01
2764400699,たまねぎ訪問介護,06-6180-3731,06-6180-3428,536-0014,大阪市城東区鴫野西一丁目５番９号１０１号室　 ,株式会社たまねぎ,○,○,○,○,2015/11/01
2764401143,ヘルパーステーション　ビーブ,06-6955-9295,06-6955-9851,536-0014,大阪市城東区鴫野西二丁目１６番２０－１０３号　 ,合同会社橘,○,○,○,○,2020/11/01
2764400293,ケア２１城東,06-4255-3720,06-4255-3721,536-0016,大阪市城東区蒲生三丁目１５番８号　ツインパレス２階,株式会社　ケア２１,○,○,○,○,2008/09/01
2764400772,ケアセンター　心笑,06-6786-4780,06-6786-4818,536-0016,大阪市城東区蒲生三丁目１１番１６号　福岡マンション１階店舗事業所中央,株式会社スローライフ,○,○,○,○,2017/04/01
2764401168,居宅介護ＫＩＺＵＮＡ,080-3825-2882,06-6167-5064,536-0016,大阪市城東区蒲生一丁目６番５号　千寿シークⅤ２０３号,株式会社ＢＲＯＯＫ,○,○,○,○,2021/06/01
2764401176,ゆい,06-6930-2800,06-6930-2802,536-0016,大阪市城東区蒲生一丁目８番３２号　千寿シーク１０３号室,株式会社結心,○,○,○,○,2021/07/01
2764401432,ヘルパーステーション　ワレア,06-7850-1639,06-7850-1639,536-0016,大阪市城東区蒲生三丁目３番１号　 ,株式会社ＷＡＬＥＡ,○,○,○,○,2026/01/01
2764400285,ＮＰＯワークショップ’９９,06-6935-2550,06-6935-2551,536-0016,大阪市城東区蒲生四丁目３番２５号　,特定非営利活動法人　ワークショップ’９９,○,○,○,○,2008/09/01
2764400020,医療福祉生協おおさか　なでしこヘルパーステーション,06-6932-0590,06-6936-4111,536-0016,大阪市城東区蒲生３丁目１５番１２号　 ,医療福祉生活協同組合おおさか,○,○,,○,2008/09/01
2764401416,ＲＡＮＩＡＮ,06-7860-9654,06-7850-7969,536-0017,大阪市城東区新喜多東一丁目８番３３号　リベラルパレス城東Ｂ棟５０３,合同会社ＡＶｅｉｌｌｅｕｘ,○,○,○,○,2025/10/01
2764100372,ケア２１ふかえばし,06-6965-1321,06-6965-1421,536-0021,大阪市城東区諏訪３丁目５番３２号　藤伊コ―ポ１０１号室,株式会社　ケア２１,○,○,○,○,2012/03/01
2764400400,介護センター東洋,06-6965-6800,06-6965-7277,536-0021,大阪市城東区諏訪３－９－３　,株式会社　テンダー,○,,,,2009/01/01
2764400897,ニチイケアセンター城東諏訪訪問介護,06-4258-6455,06-4258-0016,536-0021,大阪市城東区諏訪二丁目９番２５号　ピュアライズ諏訪,株式会社ニチイ学館,○,○,○,○,2019/10/01
2764400616,ケアサービスたんと,06-6923-8656,06-6923-8657,536-0021,大阪市城東区諏訪４丁目８番１２号　メゾン麻香１０１号室,株式会社ＴＡＮＴＯ,○,○,○,○,2013/10/01
2764401119,サポートセンター・サザン,06-7165-2195,06-7172-2390,536-0021,大阪市城東区諏訪一丁目１番２０－２０５号　 ,合同会社サポートセンター・サザン,○,○,○,○,2020/07/01
2764401374,愛絆ヘルパーステーション,06-7503-8725,06-7503-8725,536-0021,大阪市城東区諏訪四丁目２０番５号　アルハウス諏訪２０１,株式会社笑福,○,○,○,○,2025/04/01
2764400012,医療福祉生協おおさか　なかはまヘルパーステーション,06-6167-3133,06-6968-2552,536-0021,大阪市城東区諏訪四丁目７番２４号　第２サンライズマンション１０１号,医療福祉生活協同組合おおさか,○,○,,○,2008/09/01
2765700014,たんぽぽ介護サービス,06-6955-8674,06-6955-8675,536-0023,大阪市城東区東中浜九丁目１０番７号　 ,合資会社　たんぽぽ介護サービス,○,○,○,○,2008/09/01
2764400707,ぎふと,06-7896-6192,06-7896-6193,536-0023,大阪市城東区東中浜六丁目１４番２３号　 ,株式会社イノセント,○,○,○,○,2015/11/01
2764400905,ヘルパーステーションループ,06-6185-9303,06-6967-9758,536-0023,大阪市城東区東中浜三丁目６番１０号　大平ハイツＴ－２,株式会社ＫＳ企画,○,○,○,○,2019/10/01
2763100803,つばさ介護サービス,06-6958-4100,06-6958-4101,536-0023,大阪市城東区東中浜一丁目９番１６号　 ,合同会社ライフサポートつばさ,○,○,○,○,2019/11/01
2764401184,合同会社ＡＣＥケアサービス,06-7162-7141,06-7893-7875,536-0023,大阪市城東区東中浜五丁目２番７－２０１号　 ,合同会社ＡＣＥケアサービス,○,○,○,○,2021/10/01
2764401234,訪問介護トミー,06-6180-5318,06-6180-5328,536-0023,大阪市城東区東中浜三丁目１７番１８号　ヴェルデメゾン３０３号,合同会社げんき,○,○,○,○,2022/05/01
2764401333,ケアセンターひだまり緑橋,06-6969-4165,06-6969-6541,536-0023,大阪市城東区東中浜八丁目１番３５号　ピソナヤキ１０３号室,株式会社ＭＩＵ,○,○,○,,2024/02/01
2764401424,サンライズ,06-6167-7398,06-6167-7398,536-0023,大阪市城東区東中浜九丁目８番２－４１０号　 ,株式会社４Ｗ,○,○,○,○,2025/12/01
2764400608,ケア２１鴫野,06-6963-2621,06-6963-2565,536-0024,大阪市城東区中浜一丁目２１番１２号　アーバンエクセレンス緑橋１階,株式会社　ケア２１,○,○,○,○,2013/09/01
2764401291,アイケア,050-6865-9520,06-7777-0744,536-0024,大阪市城東区中浜一丁目９番１４号　 ,株式会社Ｎ．Ｒ,○,○,○,○,2023/06/01
2764401317,ルート,06-7503-1252,06-7503-1252,536-0024,大阪市城東区中浜二丁目１８番１５号　 ,合同会社ケアサービス,○,○,○,,2023/10/01
2764401341,訪問介護　Ｋ－ＨＯＭＥ大阪,06-6923-9188,06-6923-9189,536-0024,大阪市城東区中浜三丁目２６番１１号　フレンドビル５Ｆ,Ｋ－ＴＥＣ株式会社,○,○,○,○,2024/04/01
2764401382,まんまるケア,06-6185-3074,06-6185-3076,536-0024,大阪市城東区中浜二丁目９番３１号　 ,株式会社スリーオン,○,○,○,○,2025/04/01
2764401390,ケアセンターＲａｓｈｉｋｕ,06-6185-5317,06-6185-5318,536-0024,大阪市城東区中浜一丁目１７番１４号　センチュリー中浜６Ａ,株式会社Ｒａｓｈｉｋｕ,○,○,,○,2025/04/01
2769200789,訪問介護ステーション　橘,06-7492-1027,06-7492-1027,538-0031,大阪市鶴見区茨田大宮四丁目４０番３９号　 ,合同会社橘,○,○,○,○,2022/02/01
2769200912,訪問介護はく,06-6911-6120,06-6911-6121,538-0031,大阪市鶴見区茨田大宮三丁目１６番１０号　 ,株式会社もろ,○,○,○,○,2025/09/01
2769200086,有限会社介護事業センター白馬,06-6913-5294,06-6913-5261,538-0032,大阪市鶴見区安田二丁目６番２７号　,有限会社　介護事業センター白馬,○,○,,○,2008/09/01
2769200441,訪問介護ステーション笑楽鶴見安田,06-4257-9992,06-4257-9993,538-0032,大阪市鶴見区安田二丁目３番３９号　 ,株式会社ビオネスト,○,○,○,○,2018/01/01
2769200417,訪問介護事業所　ケア希望～のぞみ～,06-6926-9865,06-6780-4931,538-0032,大阪市鶴見区安田三丁目１１番２２号　 ,株式会社ＴＲＩＢＡＬ　ＨＥＡＲＴＳ,○,○,○,○,2017/03/01
2769200862,訪問介護故郷,06-6786-9466,06-6786-9467,538-0032,大阪市鶴見区安田三丁目１５番５号　 ,株式会社故郷,○,○,○,,2024/06/01
2769200235,訪問介護センターいろり,06-6912-6666,06-6912-6665,538-0037,大阪市鶴見区焼野２－６－３　パインステーブル１０２号,株式会社　介護事業センターいろり,○,○,○,○,2010/01/01
2769200482,訪問介護ライフサイズ鶴見,06-6965-5999,06-6965-5998,538-0041,大阪市鶴見区今津北五丁目１７番６号２階　 ,株式会社ライフサイズ,○,○,○,○,2018/11/01
2769200169,エルケア株式会社エルケア鶴見ケアセンター,06-6964-1043,06-6964-1062,538-0043,大阪市鶴見区今津南一丁目５番２４号　今津マンション１０２号室,エルケア　株式会社,○,○,○,○,2008/09/01
2769200326,ニチイケアセンター鶴見今津,06-6968-0131,06-6968-0132,538-0043,大阪市鶴見区今津南１丁目６番８号　,株式会社ニチイ学館,○,○,○,○,2013/04/01
2769200466,ハート介護サービス鶴見,06-6210-7060,06-6210-7061,538-0043,大阪市鶴見区今津南一丁目５番３０号　グランドメゾン放出１Ｆ,株式会社　ハート介護サービス,○,○,,○,2018/05/01
2769200771,ヘルパーステーションゆず,06-4258-5123,06-4258-5124,538-0043,大阪市鶴見区今津中一丁目４番２４号　 ,合同会社ゆず,○,○,○,○,2022/02/01
2769200946,ケアステーション愛琉,06-4308-4797,06-4308-4797,538-0043,大阪市鶴見区今津南四丁目１２番５号　メゾンドブラン１０５号,株式会社ＥＶＥＲ　ＬＡＳＴ,○,○,○,○,2026/04/01
2769200755,ケア２１放出,06-4258-8921,06-4258-8922,538-0044,大阪市鶴見区放出東三丁目１８番１１号　 ,株式会社　ケア２１,○,○,○,○,2021/04/01
2769200284,居宅介護事業所ラ・ポートはなてん,06-6964-4793,06-4258-4193,538-0044,大阪市鶴見区放出東二丁目１８番４０号　 ,株式会社　ステップケア,○,○,○,○,2011/09/01
2769200334,ゆとり介護サービス,06-6167-8960,06-6167-8961,538-0044,大阪市鶴見区放出東二丁目３番６号　パークサイドはなてん１０１,株式会社　優友里,○,○,○,○,2014/05/01
2764400848,介護ステーションＡぷらす,06-6964-7007,06-6964-7005,538-0044,大阪市鶴見区放出東二丁目３番３－１０３号　 ,有限会社Ｔｏｐ　Ｍａｒｋｓ,○,○,○,○,2019/03/01
2769200714,縁寿ヘルパーステーション,06-6180-4833,06-6180-4834,538-0044,大阪市鶴見区放出東一丁目２７番２号　 ,合同会社ＩＲＩＥＷＯＲＫＳ,○,○,○,○,2020/04/01
2769200938,ソラシドヘルパーステーション,06-6185-3664,06-6185-3664,538-0044,大阪市鶴見区放出東三丁目２０番２８号　アーバン宮﨑１０１,合同会社ソラシド,○,○,○,○,2026/01/01
2769200011,特定非営利活動法人ぱんの木,06-6967-3914,06-6167-4355,538-0044,大阪市鶴見区放出東三丁目１３番１３号　,特定非営利活動法人　ぱんの木,○,○,○,○,2008/09/01
2769200797,慶生会鶴見東部ヘルパーステーション,06-6914-2655,06-6915-8778,538-0051,大阪市鶴見区諸口五丁目浜６番３号　池田ビル２Ｆ,社会福祉法人　慶生会,○,○,○,○,2022/04/01
2769200250,ヘルパーセンターだるま園,06-6911-2025,06-6911-2025,538-0051,大阪市鶴見区諸口三丁目３番５２号　 ,株式会社　だるま園,○,○,○,○,2011/03/01
2769200243,しんあいケアステーションつるみ,06-6914-3920,06-6914-3921,538-0051,大阪市鶴見区諸口５－浜８－１１　,合資会社　ステージケア,○,○,○,○,2010/11/01
2769200128,誠ケア,06-6914-3955,06-6914-3966,538-0051,大阪市鶴見区諸口二丁目１０番２７号　 ,有限会社　若竹,○,○,○,○,2008/09/01
2769200367,訪問介護らびあんろーず,06-6915-0070,06-6915-0071,538-0051,大阪市鶴見区諸口二丁目１０番２８号　 ,合同会社エスウィズワイ,○,○,○,○,2015/07/01
2769200904,ヘルパーステーション心の愛鶴見,06-6743-7205,06-6743-7205,538-0051,大阪市鶴見区諸口三丁目１番２８号　鶴見中里ビル７０２号,株式会社　心喜,○,○,○,,2025/04/01
2769200847,訪問介護エール,06-6786-9306,06-6786-9307,538-0051,大阪市鶴見区諸口二丁目１４番７号　ＭＪ　ＧＡＲＡＧＥ（Ｅ号）,株式会社ＬＥＧＥＮＤ,○,○,○,○,2024/04/01
2769200136,ケア２１鶴見,06-4257-6151,06-4257-6152,538-0052,大阪市鶴見区横堤五丁目３番２８号　スペースＫＡＷＡＴＡ２０１,株式会社　ケア２１,○,○,○,○,2008/09/01
2769200193,ハートつるみ訪問介護センター,06-6915-3304,06-6915-1131,538-0052,大阪市鶴見区横堤三丁目１番１８号　 ,合同会社　ハートつるみ,○,○,○,○,2008/12/01
2769200094,有限会社関西ワーク,06-6914-0072,06-6914-0073,538-0052,大阪市鶴見区横堤二丁目１４番１７号　,有限会社　関西ワーク,○,○,○,○,2008/09/01
2769200839,介護センタージョイライフ,06-6780-9023,06-6780-9024,538-0052,大阪市鶴見区横堤四丁目２３番８号　２Ｆ　Ｂ室,有限会社ジョイライフ,○,○,○,,2024/01/01
2769200813,ヘルパーステーション三日月,06-6912-2231,06-6912-2232,538-0052,大阪市鶴見区横堤一丁目１２番６号　セジュールつるみ２０４号室,合同会社オールラウンド,○,○,○,○,2022/11/01
2769200920,訪問介護　いろは,06-7410-8133,06-7410-8133,538-0052,大阪市鶴見区横堤四丁目１３番３３号　 ,株式会社スリーグループ,○,○,○,○,2025/10/01
2769200060,にーどヘルパーステーション鶴見,06-6912-3366,06-6912-3266,538-0052,大阪市鶴見区横堤二丁目２２番１５号　アクティエビス２２２号室,特定非営利活動法人　エヌ,○,○,○,○,2008/09/01
2769200029,医療福祉生協おおさか　すずらんヘルパーステーション,06-6915-9200,06-6915-9211,538-0052,大阪市鶴見区横堤三丁目６番７号　 ,医療福祉生活協同組合おおさか,○,○,,○,2008/09/01
2769200383,トンドつるみケアセンター,06-6180-6811,06-6180-6821,538-0053,大阪市鶴見区鶴見三丁目３番１３号　さんはいつ２１　２０７号,株式会社　Ｔｏｎｄｏ　,○,○,○,○,2016/05/01
2769200425,ケアサポート　みらい,06-6914-3170,06-6914-3180,538-0053,大阪市鶴見区鶴見一丁目３番２８号　鶴一ビル３階,株式会社未来サポート,○,○,○,○,2017/04/01
2769200821,ケアサポート　リエンデ　つるみ,06-6911-1155,06-6911-1156,538-0053,大阪市鶴見区鶴見三丁目１２番３７号　 ,株式会社ＯＫ’ｓコーポレーション,○,○,○,○,2023/09/01
2769200870,訪問介護希明来,06-6786-9419,06-6786-9420,538-0053,大阪市鶴見区鶴見六丁目１０番１０号　 ,株式会社デイジー,○,○,○,○,2024/09/01
2769200888,りんくるヘルパーステーション,06-6923-9226,06-6923-9227,538-0053,大阪市鶴見区鶴見四丁目１０番１８号　マッシーモ鶴見１Ｆ,株式会社ｆａｍｉｌｉｎｋ,○,○,○,○,2024/11/01
2769200151,介護チーム花鈴和,06-6935-8710,06-6935-8720,538-0054,大阪市鶴見区緑一丁目１８番１５号　イディアハイツ２０３,株式会社　介護チーム花鈴和,○,○,○,○,2008/09/01
2764300972,ｓｗａｌｌｏｗ,06-6777-3914,06-6777-7394,545-0001,大阪市阿倍野区天王寺町北二丁目５番１９号　 ,合同会社ＲｅａＤｙ,○,○,○,○,2022/11/01
2762301303,かいうんや,06-4977-4114,06-7162-0099,545-0001,大阪市阿倍野区天王寺町北一丁目１０番１５号　都ハイツ１０２号,合同会社カルナシア,○,○,○,○,2025/10/01
2762300727,ココアヘルパーステーション,06-4305-4743,06-4305-4741,545-0001,大阪市阿倍野区天王寺町北二丁目１番９号　ローレルハイツ中野３０１号,合同会社ＡＮＤＲＥ,○,○,○,○,2019/01/01
2762300180,シスターケア・サービスセンター,06-4301-0430,06-4301-0436,545-0003,大阪市阿倍野区美章園二丁目２番３０号　 ,有限会社　和,○,○,○,○,2008/09/01
2762301030,プロテア訪問介護事業所,06-6713-0705,06-6713-0705,545-0003,大阪市阿倍野区美章園二丁目２番２４号　エクセル美章園１Ｆ,株式会社ｈｕｒｕｉｋｅｙａ,○,○,○,○,2022/01/01
2762301162,サニーズケアステーション,06-6654-8678,06-6654-8679,545-0003,大阪市阿倍野区美章園一丁目３番２号　１０１号室,合同会社ヴェルトレイス,○,○,○,○,2023/06/01
