移動支援,,,,,,,,,,,,,
事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：身体,主たる対象者：知的,主たる対象者：精神,主たる対象者：障がい児,指定日,,
2763400211,有限会社藤井寺ヘルパーセンター,072-930-6003,072-930-6004,583-0033,藤井寺市小山四丁目７番２０号　 ,有限会社藤井寺ヘルパーセンター,○,○,○,○,2020/04/01,,
2763800170,あおいそらヘルパーステーション,072-958-1123,072-958-1124,583-0852,羽曳野市古市二丁目８番８号　森の１０居Ｓ棟９号室,合同会社あおいそら,○,○,○,○,2024/04/01,,
2763400054,つぼみ,072-959-6938,072-959-6938,583-0854,羽曳野市軽里一丁目５番７号　１０１号,株式会社つぼみ,○,○,○,○,2011/07/01,,
2763800055,スワンメディカルケア,072-959-6422,072-959-6423,583-0856,羽曳野市白鳥一丁目１番１６号　 ,株式会社　スワンメディカルケア,○,○,○,○,2016/12/01,,
2763800188,ケアウィングス　羽曳野,06-6625-5099,06-7739-5338,583-0857,羽曳野市誉田二丁目４番６号　 ,キャリアウィングス株式会社,○,○,○,○,2026/05/01,,
2763800063,介護ステーションほたる,072-979-7755,072-979-7751,583-0861,羽曳野市西浦五丁目１番１１号　 ,有限会社あるく,○,○,○,○,2019/09/01,,
2763800030,ＮＥＸＴ,072-959-3557,072-349-6261,583-0882,羽曳野市高鷲３丁目４番１号　,特定非営利活動法人Ｎ・Ｒ・Ｙ,,,,,2012/07/01,,
2763800014,スバル・サポートファクトリーはびきの,072-931-1116,072-931-1119,583-0883,羽曳野市向野２丁目６－１８　 ,スバル・トータルプランニング　株式会社,○,○,○,○,2008/09/01,,
2763500184,ヘルパーステーションアモール,0721-55-4061,0721-55-4062,583-0991,南河内郡太子町大字春日１１０番地３０２号室　 ,株式会社スロック,○,○,○,,2020/10/01,,
2763500028,ケアセンターであい,0721-98-3109,0721-98-3151,583-0992,南河内郡太子町大字山田２６５２番地の４　 ,株式会社であい,○,○,○,○,2017/08/01,,
2764900219,ヘルパーステーションかなで,0721-55-2160,0721-55-2161,584-0036,富田林市甲田二丁目１８番２６－２０５号　 ,合同会社ＳＯＵ,○,○,○,○,2025/03/01,,
2764900235,ルミナス介護サービス,0721-21-1811,0721-22-1811,584-0045,富田林市山中田町一丁目１７番１７－１号　 ,一般社団法人ウェルネスクリエイト,○,○,○,○,2026/02/01,,
2764900086,サポート・あい,0721-52-1165,0721-52-0718,584-0062,富田林市須賀二丁目２６番７号　 ,有限会社　ヒューマンリンク,○,○,○,,2019/04/01,,
2764900060,おもちゃ館ヘルパーステーション,0721-40-0707,0721-40-0706,584-0073,富田林市寺池台五丁目２０番３１号　 ,特定非営利活動法人シーシータイミング,○,○,○,○,2016/01/01,,
2764900193,四天王寺悲田富田林苑向陽在宅訪問ステーション,0721-29-0320,0721-29-0282,584-0082,富田林市向陽台１丁目３番２０号　 ,社会福祉法人　四天王寺福祉事業団,○,○,,○,2020/05/01,,
2764900052,ほがらか,00-0000-0000, ,584-0082,富田林市向陽台五丁目７番１０号　 ,合同会社みね,○,○,,○,2015/02/01,,
2764900201,行動援護事業所いぶき,080-4978-8598, ,584-0083,富田林市小金台二丁目８番３－１０３号　 ,合同会社Ｍｉｄｏｒｉ,○,○,○,○,2024/09/01,,
2764900078,ケアセンターひな,0721-55-3811,0721-55-3822,584-0084,富田林市桜ケ丘町３番１４号　 ,合同会社ケアセンターひな,○,○,○,○,2018/03/01,,
2764900227,ヘルパーステーションすみれ,0721-81-1165,0721-81-1166,584-0086,富田林市津々山台四丁目５番１８号　 ,合同会社アシストライフ,○,○,○,○,2025/10/01,,
2764007346,訪問介護事業所　はなはな,0721-55-2002,0721-52-0378,586-0001,河内長野市木戸一丁目６番１号３Ｄ　 ,有限会社はな,○,○,○,○,2019/07/01,,
2760700084,ケア南海株式会社　訪問介護事業所,0721-52-0203,0721-52-0330,586-0002,河内長野市市町７６５番１　 ,ケア南海株式会社,○,○,○,○,2017/05/01,,
2760700258,訪問介護スナグル,0721-55-2446,0721-55-2447,586-0003,河内長野市楠町東４４４番地の４　シティーコート古谷１０７号室,合同会社スナグル,○,○,○,○,2024/05/01,,
2760700092,ほほえみ介護センター,0721-55-4920,0721-55-4919,586-0024,河内長野市西之山町２番１　オオタニビル２０２号,株式会社ほほえみ介護センター,○,○,○,○,2019/10/01,,
2760700266,えそら,0721-54-2120,0721-54-2122,586-0024,河内長野市西之山町１０番２８号　サンライズビル２０１号,株式会社えそら,○,○,○,○,2024/12/01,,
2760700209,スマイルケア,0721-54-1113,0721-54-1117,586-0026,河内長野市寿町６番５４号　 ,有限会社スマイルケア,○,○,○,○,2020/05/01,,
2760700217,ヘルプセンターふぉれすと,0721-55-2264,0721-55-2267,586-0032,河内長野市栄町２５番地３７号　 ,社会福祉法人ぬくもり,○,○,○,○,2021/04/01,,
2760700233,ヘルパーステーションふくふく,0721-51-4470,0721-51-4470,586-0037,河内長野市上原町４７４－１　ラ・メール２０２号室,株式会社フィフティー・セカンド,○,○,○,○,2021/06/01,,
2760700068,社会福祉法人　河内長野市社会福祉協議会ホームヘルプサービス,0721-64-9000,0721-64-0222,586-0041,河内長野市喜多町６６３番１　 ,社会福祉法人　河内長野市社会福祉協議会,,○,,,2012/08/01,,
2760700225,松の木訪問介護ステーション,0721-69-5058,0721-69-5058,586-0067,河内長野市南青葉台６番１２号　 ,株式会社原田介護センター,○,○,○,○,2021/05/01,,
2760700019,障害者・児地域生活支援サービスらるご,0721-26-7527,0721-26-7528,586-0068,河内長野市北青葉台２－１６　Ｌａｃｈｅｌｎｓ　Ｇｒｕｎ１階,有限会社エイコー,○,○,○,○,2008/09/01,,
2764900037,ヘルプセンターふぉれすと,0721-60-0030,0721-60-0040,586-0069,河内長野市石仏１１６－３　,特定非営利活動法人　ぬくもり,,,,,2008/09/01,,
2760700050,特定非営利活動法人地域支援センターあゆみ訪問介護あゆみ,0721-63-0113,0721-63-0113,586-0076,河内長野市大矢船北町２－１５　,特定非営利活動法人地域支援センターあゆみ,,,,,2010/03/01,,
2760700241,上野ヘルパーステーション,0721-63-6277,0721-63-2555,586-0077,河内長野市南花台一丁目１６番６号　 ,有限会社上野ケアプランセンター,○,○,○,○,2021/08/01,,
2766600023,ケアセンターあおい,072-361-6002,072-361-6003,587-0002,堺市美原区黒山１５２－２６　 ,特定非営利活動法人ワークサポートひまわり,○,○,○,○,2016/04/01,,
2766600189,ケアセンター七夕,080-4809-3963, ,587-0063,堺市美原区大饗３３２番１号　 ,合同会社七夕,○,○,○,○,2024/08/01,,
2769300035,ラフル・ヘルパーステーション,072-360-4527,072-360-4528,589-0005,大阪狭山市狭山一丁目２３５１－１　青葉ハイツ１０３,株式会社ラフル,○,○,○,○,2018/04/01,,
2769300167,つどい,072-368-2852,072-368-2853,589-0005,大阪狭山市狭山二丁目８９８番地の７　サンシャイン狭山１０６号室,合同会社つどい,○,○,○,○,2020/07/01,,
2769300027,ケアステーションふれ愛さやま,072-366-1917,072-366-1917,589-0007,大阪狭山市池尻中一丁目２番１０号　 ,特定非営利活動法人　ふれ愛さやま,○,○,○,○,2016/07/01,,
2769300175,はぴねす訪問介護,072-247-5102,072-247-5101,589-0011,大阪狭山市半田二丁目４６８番地の５　 ,株式会社　ケアハピネス,○,○,○,,2023/09/01,,
2769300019,ライフケアサポートのんのん,072-349-8577,072-349-8578,589-0013,大阪狭山市茱萸木六丁目１０８３－１　 ,一般社団法人　穏穏,○,○,○,○,2016/05/01,,
2769300183,ハピネスラボ,072-366-1206,072-366-1207,589-0013,大阪狭山市茱萸木四丁目２４６番１号Ｂ号室　 ,一般社団法人ハピネスラボ,○,○,○,○,2024/01/01,,
2769300050,訪問介護ステーション和音,072-220-6893,072-220-6893,589-0013,大阪狭山市茱萸木３丁目１３７３番地の１４　 ,株式会社Ｍｅｄｉｃａｌ　Ｍｉｒａｉ,○,○,○,○,2019/07/01,,
2769300043,訪問介護センターさち,072-360-0530,072-360-0531,589-0023,大阪狭山市大野台二丁目１１番６号　 ,ジューフレール株式会社,○,○,○,○,2019/04/01,,
2766000240,訪問介護サービス笑顔の扉,072-267-4276,072-268-2030,590-0007,堺市堺区北庄町一丁２番６号　 ,合同会社雅亜グループ,○,○,○,○,2017/05/01,,
2766000414,愛の手,072-228-5239,072-228-1521,590-0011,堺市堺区香ケ丘町四丁１番１５号　 ,合資会社パラメディカル,○,○,○,○,2020/11/01,,
2766000422,優ヘルパーステーション,072-222-5050,072-222-5060,590-0011,堺市堺区香ケ丘町一丁９番２６号　 ,合同会社ラッシュプレミア,,,,,2021/02/01,,
2766000471,訪問介護シリウス　堺店　,072-247-5105,072-247-5106,590-0011,堺市堺区香ケ丘町一丁３番５号　中島ハイツ１階,株式会社シリウス,○,○,○,○,2024/11/01,,
2766000091,エストあさひ介護サービス,072-229-4647,072-229-4647,590-0012,堺市堺区浅香山町三丁２番３号　,株式会社　エスト,,,,,2008/09/01,,
2766000158,ケアサポ―トしののめ,072-282-4344,072-282-4345,590-0013,堺市堺区東雲西町４－７－６　,社会福祉法人自立支援協会,,,,,2012/04/01,,
2766500116,なないろ介護センター,072-242-7160,072-242-7441,590-0013,堺市堺区東雲西町一丁６番５号　シャトー堺１Ｆ,株式会社　Ｗｏｏｄ,○,○,○,○,2015/03/01,,
2766000141,ケア２１堺,072-282-0521,072-282-0621,590-0021,堺市堺区北三国ケ丘町８丁８－１５　ＤＩＥ　ＫＡＢＩＮＥ３階Ｇ号室,株式会社　ケア２１,○,○,○,○,2012/01/01,,
2766000018,エール・ジャパン,072-224-2700,072-224-2770,590-0021,堺市堺区北三国ケ丘町一丁１番３７号　メゾン三国ヶ丘１０１号,特定非営利活動法人　エール,,,,,2008/09/01,,
2766000455,ひといろケアセンター,072-260-9477,072-260-9478,590-0022,堺市堺区中三国ケ丘町七丁目４番４号　 ,株式会社なないろ・ひといろケアセンター,○,○,○,○,2023/06/01,,
2766000430,心あい三国ヶ丘,072-275-7783,072-275-7883,590-0026,堺市堺区向陵西町三丁５－３１　メゾンドＭⅡ２０２号,しんあい株式会社,○,○,○,○,2021/02/01,,
2766000448,訪問介護事業所ふれんど,072-225-0355,072-225-0375,590-0048,堺市堺区一条通１９番２３号　 ,一般社団法人朋友会,○,○,○,○,2022/03/01,,
2766000034,つくしの会訪問介護センター,072-238-4331,072-238-4338,590-0061,堺市堺区翁橋町一丁９番１５号　,オム二クス　株式会社,,,,,2008/09/01,,
2766000489,訪問介護事業所やなぎ　堺店,072-225-1180,072-225-1181,590-0061,堺市堺区翁橋町一丁１番１号　ミナルコビル９０１号,株式会社イノベーションネクサス,○,○,○,○,2025/02/01,,
2766400234,タイガケアサポート,072-203-0737,072-203-0737,590-0102,堺市南区和田東２９３番１－１０３号　 ,有限会社ＮＥＷ　ＣＯＬＯＲＳ,○,○,○,○,2025/12/01,,
2766400077,ヘルパーステーションみらいサポート,072-320-7067,072-370-5011,590-0105,堺市南区竹城台四丁１番５号Ｃ－２Ｆ　 ,合同会社みらい,○,○,○,○,2019/06/01,,
2766400010,ＮＰＯ法人栄友社居宅介護センター,072-291-0294,072-291-0295,590-0116,堺市南区若松台二丁１番４－１０７号　,特定非営利活動法人　栄友社,,,,,2008/09/01,,
2766400036,ライフサポートジョイクラブ,072-292-5960,072-292-5960,590-0125,堺市南区鉢ケ峯寺１５３５番地　,株式会社　あんど・こあ,,,,,2008/09/01,,
2766400028,千友介護サービスステーション,072-297-6974,072-297-7130,590-0133,堺市南区庭代台二丁３番３号　,有限会社　サン・ベステム,,,,,2008/09/01,,
2766400242,ケアホーム心,072-288-7980,072-288-7981,590-0134,堺市南区御池台二丁２４番３号　 ,株式会社弘佳,○,○,○,○,2026/02/01,,
2766400069,ハートフルサンク,072-298-2871,072-295-8802,590-0141,堺市南区桃山台三丁１番３号　 ,株式会社ハートフルサンク,○,○,○,○,2018/08/01,,
2761200027,ヘルパーステーションひろ,072-425-6404,072-425-6135,590-0441,泉南郡熊取町久保三丁目９番２０号　 ,株式会社　友,○,○,○,○,2014/04/01,,
2761200019,あいかむヘルパーステーション,072-453-2112,072-453-2181,590-0457,泉南郡熊取町朝代東二丁目７番１号　ニュー熊取タウン２階,有限会社　アイアール・プランニング,○,○,○,○,2008/09/01,,
2765600073,訪問介護スマイルケアぴゅあ,072-479-3953,072-479-3954,590-0521,泉南市樽井２－１６－８　 ,合同会社ニューピュアリオ,○,○,○,○,2020/02/01,,
2765600065,障害者支援事業ふくろう,072-468-7676,072-468-7679,590-0531,泉南市岡田２丁目２６０番地　 ,株式会社ふくろう,○,○,○,○,2019/07/01,,
2766000463,けやきサポート,072-242-3063,072-242-3065,590-0825,堺市堺区昭和通４番６１号　 ,株式会社けやきサポート,○,○,○,○,2024/10/01,,
2764800054,ふっき自立支援サービス,072-275-8086,072-275-8087,590-0829,堺市堺区東湊町三丁２２２－３　 ,株式会社　ナイスサポート,○,○,,○,2008/09/01,,
2766000216,訪問介護ステーション悠,072-282-7770,072-282-7535,590-0837,堺市堺区柏木町４丁２番７－１号　 ,合同会社　ＫＹＮ,○,○,,,2014/11/01,,
2766000125,介護サービスステーションすずらん,072-228-9551,072-226-6789,590-0953,堺市堺区甲斐町東２丁１番１４号　Ｇーｗｉｃビル３階,有限会社アポプロモート,○,○,○,○,2011/12/01,,
2766000497,訪問介護パキラ,072-246-9800,072-246-9986,590-0960,堺市堺区少林寺町西一丁１番８号　ＰＳＧビル４０１号室,株式会社トラスト・コウパレイション,○,○,○,○,2025/05/01,,
2766000026,エビスジマライフホームヘルプサービス,072-221-1525,072-222-3389,590-0985,堺市堺区戎島町一丁３４番地１　,戎島金属工業　株式会社,,,,,2008/09/01,,
2766500405,シャークライフケア訪問介護　居重同行移,090-8376-1001,050-3457-9363,591-8002,堺市北区北花田町一丁１０番地３９　 ,株式会社ＳＨＡＲＫ,○,○,○,○,2023/11/01,,
2766500199,ケアセンターなのはな,072-240-0115,072-240-0116,591-8007,堺市北区奥本町二丁４番地１　 ,株式会社聖,○,○,○,○,2018/11/01,,
2766500207,はうすあがぺぇ,072-247-8783,072-247-8784,591-8011,堺市北区南花田町８１番地１　ウッズアーバンビル５０６号室,アガペー訪問介護センター株式会社,○,○,○,○,2019/03/01,,
2766500124,アムールケア,072-240-1820,072-240-1821,591-8021,堺市北区新金岡町五丁３－１２５　辻野ビル２０３号,合同会社　アムール,○,○,○,○,2015/03/01,,
2766500389,スタートアップ訪問介護,072-246-3180,072-246-3181,591-8021,堺市北区新金岡町三丁４番５号　 ,スタートアップ合同会社,○,○,○,○,2021/03/01,,
2766500397,訪問介護ステーションあかまんま,072-255-2010,072-256-4646,591-8021,堺市北区新金岡町５－８－３２７　村田住宅南東２号,特定非営利活動法人とも,○,○,○,○,2022/04/01,,
2766500025,ＶＩＶＯケアチーム,072-259-1967,072-259-1966,591-8022,堺市北区金岡町２４４８番地　,有限会社　ＶＩＶＯ,○,○,○,○,2008/09/01,,
2766500132,千晴訪問介護サービス,072-275-9917,072-275-9917,591-8022,堺市北区金岡町２２０３番地　 ,株式会社香川,○,○,○,○,2015/07/01,,
2766500157,ライフサポート奏,072-247-9774,072-247-9775,591-8022,堺市北区金岡町１９８８番地　寿マンションⅡ号館２０５号,合同会社Ｔｒｉｎｉｔｙ　Ｒｅ－Ｃｒｅａｔｅ,○,○,○,○,2016/04/01,,
2766500165,ヘルパーステーション　オハナ,072-240-0870,072-240-0875,591-8022,堺市北区金岡町２４２９　セピア金岡１０２,合同会社きずなケア,○,○,○,○,2016/07/01,,
2766500140,かおりの泉　ライフケア,072-275-7508,072-275-5187,591-8037,堺市北区百舌鳥赤畑町一丁３７番地　 ,株式会社　いづみ,○,○,○,○,2015/08/01,,
2766500371,ライフケアサービス,072-275-4523,072-275-4524,591-8041,堺市北区東雲東町四丁２－２　 ,株式会社ライフステージ,○,○,○,○,2020/10/01,,
2766500033,介護サービススマイル８,072-201-3000,072-201-3500,591-8043,堺市北区北長尾町６－４－１７　,株式会社スマイル,,,,,2009/06/01,,
2765300179,ぱるヘルパーステーション,072-230-4623,072-242-4927,592-0003,高石市東羽衣六丁目１番３２－２０１号　 ,株式会社ヒケンフィールド,,○,○,○,2024/03/01,,
2765300021,エルケア株式会社エルケア高石ケアセンター,072-242-8423,072-242-8433,592-0004,高石市高師浜三丁目２１番１号　高石松風マンション２０１号室,エルケア　株式会社,○,○,○,○,2014/01/01,,
2765300013,ハートフルケアやさしい手,072-267-5257,072-267-5258,592-0005,高石市千代田六丁目６番２３号　,有限会社　やさしい手,,,,,2008/09/01,,
2765306036,あんりケア,072-268-2067,072-260-9642,592-0005,高石市千代田一丁目７番８－２０１号　 ,合同会社あんりケア,○,○,○,○,2025/05/01,,
2765300039,ケアサービス　きずな,072-320-7007,072-320-4591,592-0012,高石市西取石三丁目５番２６号　 ,合同会社　Ｙｏｕ＆ｍｅ,○,○,○,○,2016/08/01,,
2765300153,ホームケアいろは,072-262-8168,072-262-8170,592-0012,高石市西取石一丁目１４番１７号　ツイントノキ,合同会社いろは,,○,○,,2021/06/01,,
2765300187,蛍の里介護事業所,080-2425-2958,072-247-7372,592-0013,高石市取石三丁目１番４号　 ,株式会社蛍,○,○,○,○,2024/03/01,,
2765300047,介護支援センターあったかスマイル,072-275-4008,072-275-4028,592-0014,高石市綾園７－３－３５　櫛谷ビル３０３号室,株式会社ヒューマンドリーム,○,○,○,○,2019/12/01,,
2765300161,Ｓ－ＰＯＲＴ介護センター,072-220-6007,072-220-6007,592-0014,高石市綾園三丁目１２番３３号　 ,株式会社Ｓ＆Ａ,○,○,○,○,2022/11/01,,
2766300319,ありんな,072-256-4397,072-256-4398,592-8333,堺市西区浜寺石津町西四丁２７番４号　 ,ＡＲＩＮＮＡ合同会社,○,○,○,○,2022/09/01,,
2766300327,訪問介護マミードリーム,072-370-1180,072-370-1181,592-8335,堺市西区浜寺石津町東三丁１番１５号　１階,合同会社シルバードーン,○,○,○,○,2022/10/01,,
2766300376,スタートケア,072-206-6000,072-323-5481,592-8347,堺市西区浜寺諏訪森町西二丁９９番３号　ハイツスワ,合同会社リ．スタート,○,○,○,○,2025/06/01,,
2766300335,メディプラス訪問介護センター,072-267-4076,072-267-4096,592-8348,堺市西区浜寺諏訪森町中二丁１８６番地１　 ,株式会社　メディプラス,○,○,○,○,2023/07/01,,
2766300368,訪問介護お魚の家ハルちゃん,072-281-7757,072-281-7757,593-8301,堺市西区上野芝町三丁６番１２－５０６号　 ,合同会社お魚の家ハルちゃん,○,○,○,○,2025/05/01,,
2766300087,あきつ,072-279-2615,072-279-2617,593-8302,堺市西区北条町一丁３番６号　 ,特定非営利活動法人　次世代育成・少子化対策研究会,○,○,○,○,2013/10/01,,
2766300343,訪問介護事業所すてっぷ,072-281-8068,072-281-8067,593-8303,堺市西区上野芝向ヶ丘町一丁２番１５号　 ,株式会社Ｏｕｒ　Ｐｌａｃｅ,○,○,○,○,2024/10/01,,
2766300061,アップライフ介護サ―ビス,072-260-5005,072-260-5006,593-8308,堺市西区神野町３丁５番２８号　,ケアズプランニング株式会社,,,,,2012/03/01,,
2766300137,のんびぃケアセンター,072-290-7063,072-290-7064,593-8311,堺市西区上５２７番地３　 ,株式会社エスライン,○,○,○,○,2017/04/01,,
2766300350,ケアステーション　ここる,072-349-3222,072-271-3712,593-8311,堺市西区上６３０番地１１　 ,株式会社Ｃｏｃｏｌｏ,○,○,○,,2025/05/01,,
2766300152,居宅介護かがやき,072-260-5778,072-260-5779,593-8312,堺市西区草部３７８－３　 ,株式会社アキ,○,○,○,○,2019/07/01,,
2766300038,ケアセンターももの木,072-260-3353,072-260-3363,593-8324,堺市西区鳳東町三丁２６６番地　,有限会社　愛施多,,,,,2008/09/01,,
2766300012,Ｓ－ＯＮＥ介護センター,072-264-1018,072-264-1018,593-8326,堺市西区鳳西町二丁１５番１０号　ハイムーン１０２号,有限会社　ＡＹＡＮＯ,,,,,2008/09/01,,
2766300020,介護センタースマイル,072-288-7272,072-288-7272,593-8327,堺市西区鳳中町五丁１５３番地１　 ,株式会社スマイルケアサポート,,,,,2008/09/01,,
2766300095,くらしいきいきケアサポートわかば,072-261-8828,072-261-8872,593-8327,堺市西区鳳中町八丁３番９号　 ,合同会社　来夢,○,○,○,○,2014/03/01,,
2766300384,ゆるっとＫＴＮケアサポート,072-288-4210,072-288-4220,593-8327,堺市西区鳳中町二丁２３番　 ,株式会社リレックス,○,○,○,○,2025/08/01,,
2760500302,陽だまり,0725-46-6432, ,594-0004,和泉市王子町９１０番地の１　グランコート聖１０６号室,株式会社月天子,○,○,○,○,2022/05/01,,
2760500328,訪問介護ステーション人力社,0725-40-1881,0725-40-1807,594-0006,和泉市尾井町一丁目９番８号　 ,有限会社アウト・フィールド,○,○,○,,2023/08/01,,
2760500336,ヘルパーはなの森,0725-43-7538,0725-41-5279,594-0023,和泉市伯太町一丁目１１番３１号　 ,合同会社はなの森,○,○,○,○,2024/07/01,,
2760500138,ヘルパーステーションぴーす,0725-58-7777,0725-58-7778,594-0031,和泉市伏屋町二丁目３番３９号　 ,特定非営利活動法人いずみの会フレンズ,○,○,○,○,2016/06/01,,
2760500054,ホサナ介護ステ―ション,0725-45-2441,0725-45-2441,594-0062,和泉市寺田町２丁目４番２８号　,ホサナ　株式会社,,,,,2012/05/01,,
2760500294,訪問介護はないちりん,0725-30-2934,0725-30-1129,594-0062,和泉市寺田町二丁目１番１号　 ,有限会社はな,○,○,○,○,2022/01/01,,
2760500096,エルケア株式会社　エルケア大阪和泉ケアセンター,0725-40-5361,0725-40-5362,594-0071,和泉市府中町７丁目５番４１号　浅井第２ビル１０１号室,エルケア　株式会社,○,○,○,○,2013/04/01,,
2760500013,愛の里ケアセンター,0725-40-6400,0725-40-6401,594-0071,和泉市府中町一丁目２２番３号　,有限会社　愛の里,,,,,2008/09/01,,
2760500112,介護センター　ロハス,0725-58-7683,0725-58-7681,594-0082,和泉市富秋町一丁目５番２６号　 ,株式会社ＬＯＨＡＳ,○,○,○,○,2013/11/01,,
2760500062,ヘルパ―ステ―ション・スマイル,0725-58-7512,0725-58-7513,594-0083,和泉市池上町三丁目７番３０号　 ,社会福祉法人日本ヘレンケラー財団,,,,,2012/05/01,,
2760500310,わわ,0725-24-4030,0725-24-5680,594-0083,和泉市池上町二丁目５番１６号　 ,株式会社ＨＩＳＷＡＹ,○,○,○,○,2023/08/01,,
2760500153,スマイル向日葵訪問介護事業所,0725-92-6682,0725-92-6767,594-1101,和泉市室堂町１１０３番地の３２　 ,株式会社Ｇ．Ｌ．Ｂ．,○,○,○,○,2017/11/01,,
2760500286,居宅介護ステーション　ポコ・ア・ポコ,0725-37-9236,0725-37-9157,594-1101,和泉市室堂町６０５番地の１　 ,有限会社シンコー,○,○,○,○,2020/12/01,,
2760500039,自立支援センターゆとり,0725-50-2700,0725-50-2701,594-1104,和泉市万町３８４番地　,有限会社　旭日,,,,,2008/09/01,,
2760600185,訪問介護トライケア,0725-58-6588,0725-58-6613,595-0004,泉大津市千原町二丁目１６番１５号　 ,永樂義克株式会社,○,○,○,○,2021/04/01,,
2760600227,ヘルパーステーション心（ここ）,0725-26-1187,0725-30-3835,595-0011,泉大津市曽根町二丁目１番２２号　 ,合同会社はると,○,○,○,○,2025/11/01,,
2760600029,すみれ介護サービス,0725-20-6888,0725-20-6889,595-0016,泉大津市条南町５番７号　ナショナルマンション１０４号,有限会社　キャトル・セゾン,,,,,2008/09/01,,
2760600219,ヘルパーステーション　ユルリラ,0725-54-9400,0725-54-9041,595-0016,泉大津市条南町５番７－２０１号　 ,ピースワーク合同会社,○,○,○,○,2025/09/01,,
2760600052,あかりケア,0725-20-5460,0725-20-5471,595-0024,泉大津市池浦町一丁目１８番３６号　 ,株式会社　ミリオンパワー,○,○,○,○,2017/03/01,,
2760600060,ヘルパーステーションぶどうの木,0725-33-6517,0725-33-6539,595-0024,泉大津市池浦町１丁目２２番２０－１号　グレカーレ１Ｆ,有限会社葡萄の木,○,○,○,○,2018/10/01,,
2760600201,支援センターはぁと,0725-90-4377,0725-90-4379,595-0038,泉大津市楠町西３番２０号　 ,一般社団法人ジェントルハンズ協会,○,○,○,○,2024/10/01,,
2760600193,サフランケアステーション,0725-21-2385,0725-92-7038,595-0072,泉大津市松之浜町二丁目５番２３号　 ,有限会社サフランケアステーション,○,○,○,○,2024/09/01,,
2765400037,きららケア忠岡,0725-33-2775,0725-33-6061,595-0804,泉北郡忠岡町馬瀬三丁目１２番１５号　 ,合同会社ソサエティ,○,○,○,○,2018/07/01,,
2761104021,訪問介護ポライトケア,072-447-4202,072-447-4202,596-0003,岸和田市中井町二丁目６番３６－３０８号室　 ,合同会社Ｓｔａｎｄ　ｕｐ,○,○,○,○,2018/06/01,,
2761100011,訪問介護事業所ふれあい泉,072-440-2752,072-440-2753,596-0005,岸和田市春木旭町５番１８号　,特定非営利活動法人　ふれあい泉,,,,,2008/09/01,,
2761100110,愛さんさんケアステーション,072-447-8838,072-447-8859,596-0023,岸和田市八幡町９番４１号　美乃里ハイツ２０３号室,株式会社結,○,○,○,○,2017/08/01,,
2761100060,障害者支援センター岸和田市社協,072-423-8323,072-423-8894,596-0045,岸和田市別所町３－１２－１　,社会福祉法人　岸和田市社会福祉協議会,○,○,○,○,2012/09/01,,
2761100276,Ａｉｒｓ,072-437-1500,072-489-4777,596-0054,岸和田市宮本町２９番２９号　シャンブル北町１階,株式会社エアーズ,○,○,○,○,2023/10/01,,
2761100250,訪問介護カインド,072-430-0808,072-430-0807,596-0076,岸和田市野田町三丁目６番３０号　新川第７ビル３階３２２号,株式会社ＫＩＮＤ,○,○,○,○,2022/01/01,,
2761100300,訪問介護ミオリ,090-9982-1040,072-442-9309,596-0077,岸和田市上町２６番１１号　 ,合同会社ミオリ,○,○,○,○,2026/03/01,,
2761100094,地域生活支援センターかむかむ,072-441-7639,072-441-2050,596-0821,岸和田市小松里町２１１４－１　小松ビル２Ｆ,社会福祉法人いずみ野福祉会,○,○,○,○,2013/08/01,,
2761100292,訪問介護かなう,072-444-9557,072-447-4269,596-0821,岸和田市小松里町１０７３　フローレンス１０１号室,一般社団法人かなう,○,○,○,○,2024/07/01,,
2761100078,ＯＫハウス小松里,072-441-7752,072-441-7753,596-0821,岸和田市小松里町２０６４ＭＫビル１０２号　,株式会社　貴陽,,,,,2012/10/01,,
2761100284,エールヘルパーステーション,072-424-8616,072-439-5893,596-0827,岸和田市上松町３０６１番地　 ,藤原介護ステーション株式会社,○,○,○,,2024/01/01,,
2761300017,わてらケアサービス,072-457-7080,072-457-7080,597-0033,貝塚市半田二丁目２３番２９号　 ,株式会社ＷＡＴＥＲＲＡ,○,○,○,○,2017/07/01,,
2761300033,ホームケアサポート響,072-457-6163,072-457-8536,597-0082,貝塚市石才６５６番地１　 ,株式会社響,○,○,○,○,2019/09/01,,
2761300157,ヘルパーステーションｃａｋｅ,072-496-3694,072-496-5928,597-0083,貝塚市海塚８３－１　コートエルズエイト１０２号,たから介護合同会社,○,○,○,○,2023/12/01,,
2761300140,ビッグ♪スマイル,072-446-0296,072-446-0298,597-0105,貝塚市三ツ松１７２６－３５　 ,一般社団法人じゆう,○,○,○,○,2022/07/01,,
2764500050,クラリネット,072-461-0695,072-461-0696,598-0001,泉佐野市上瓦屋４５３番地の１　若松ビル,有限会社アンダンテ,○,○,,○,2015/05/01,,
2764500084,寄り愛２２,072-447-9923,072-447-9924,598-0001,泉佐野市上瓦屋６６１番１号　第２リヒトビル４階４０３,合同会社　ＳＥＡ　Ｌｏｖｅ,○,○,○,○,2017/03/01,,
2764500092,訪問介護ぶうけ,072-415-0102,072-474-1516,598-0001,泉佐野市上瓦屋６６１番地の２　リヒトビル２階５号室,合同会社ｈａｎａ,○,○,○,○,2017/12/01,,
